,cluster_id,x,y,z,sentence
986,10,-12.665185,3.3841677,1.4177827,Max Planck gave this name to the smallest amount of energy that can be emitted as electromagnetic radiation
987,12,4.1886387,7.104696,-0.3653872,"[Hi, I'm Pat O'Brien]  David E. Kelley won 2 Emmys for this show in 1991, one as executive producer, one as writer"
988,15,9.439853,-0.7422383,5.0572915,"Saint Brigid was buried at Kildare, but was later moved to be buried with this saint"
989,1,1.7652719,-5.064167,-0.7638678,"""The Hillbilly Shakespeare"" is one nickname of this legendary singer"
990,11,1.7269312,-2.1398993,-9.636536,Ice cream cones were reportedly first served at the 1904 World's Fair in this state
991,7,-10.512507,5.317618,0.07089922,The means of production are privately owned in this economic system
992,2,4.395044,-5.094433,-0.515007,"To scientists, it's force times distance; to Twain, it's ""whatever a body is obliged to do"""
993,12,3.660124,4.0828247,0.8749562,This '70s series about a harsh Navy drill instructor with a soft heart starred Don Rickles
994,15,6.2643414,-1.5869833,6.808434,"Philip of Moscow foresaw that his post as primate of the Russian church might lead to martyrdom, as this man was czar"
995,4,-0.5585894,-5.4503856,-3.5973513,The aquatic Mrs. Fernando Lamas
996,11,-4.333495,-3.5966234,-1.9618386,In 1886 a pharmacist in this southern state became the first man to enjoy a Coke and a smile
997,10,-12.447308,2.14042,1.1193293,Stoichiometry is defined as the study of the quantities involved in these chemical events
998,4,1.3835737,3.159259,-0.18316367,"Organization that employed Alexander Waverly, Mark Slate & Illya Kuryakin"
999,2,1.8376616,-0.29742718,-0.6376742,"In September 1999 an abridged version of his ""City of God"" ranked 9,821st on Amazon.com's sales list"
1000,1,-4.1314526,-5.7631865,-2.5481524,This devoted mom has been called the most famous Miss America of all time
1001,18,2.6631503,-8.903405,0.6613358,From 1784 to 1788 the eastern part of this state was a separate state called Franklin
1002,15,6.578723,0.35474667,6.8257275,In 41 A.D. Cassius Chaerea & company assassinated this Roman emperor
1003,12,-0.2736571,5.143574,-3.6621065,This 1951 classic stars the AFI's top picks for the greatest male & female film legends
1004,2,6.6226583,-5.5116506,4.727804,"Fittingly, the book of Numbers begins with God telling this man to count the number of Israelites"
1005,1,-6.3215303,-5.585823,4.5680437,"These 2 countries nicknamed the Bear & the Dragon conducted a ""verbal war"""
1006,11,2.5942936,-0.76351184,-6.8593655,"In 1994 at age 18, he became the youngest golfer to win the U.S. Amateur Golf Tournament"
1007,19,-2.2755733,5.5636168,4.403885,"Mother Goose rhyming line that follows ""Rub-a-dub-dub"""
1008,4,14.432394,-1.502551,1.3012732,In suds: Eberhard Anheuser &...
1009,11,-0.5051254,-4.75624,-3.7847996,"Days out of prison in 1945, he married Maria Eva Duarte; we now know her as Evita"
1010,2,5.846676,-5.7895722,5.6006393,Numbers appears at this number position in the order of the books of the Bible
1011,1,0.84403723,-3.0520487,-3.0314286,Strike up the band; this Christian organization turned 100 in June
1012,16,3.1461723,-0.83218426,-7.100217,"Except during WWII, this golf tournament has been played at the Augusta National Golf Club every year since 1934"
1013,3,-0.4533158,1.3721298,6.2447257,"It beats 2 pair, but not a straight"
1014,4,14.416718,-1.5117475,1.2940099,In pharmaceuticals: William Bristol &...
1015,18,11.180418,-0.4826947,0.95481175,"While trying to colonize what's now this state, Juan Ponce de Leon received a mortal wound from the natives"
1016,2,7.237277,-4.3850613,4.4134526,"Of the 12 spies sent, only Caleb & this future leader believed the Israelites could take Canaan"
1017,4,7.4195733,-3.5876403,-5.2228613,"On January 20, 1965 he was inaugurated as U.S. vice president"
1018,3,-6.135889,2.3833225,2.316409,This stretch of closely mowed grass from the tee to the green may be straight or at an angle called a dogleg
1019,1,-0.4872043,3.6983566,5.0596952,"Stalin, FDR & Churchill were known by this collective nickname when they met in Teheran in 1943"
1020,4,14.419656,-1.5104122,1.2942005,In advertising: Jay Chiat &...
1021,11,-3.8191109,5.1925397,0.9951253,"Juan Belmonte is considered the founder of the modern version of this sport, ole!"
1022,2,7.0485225,-5.3792996,4.6573515,"In chapter 8, this tribe of Israelites is appointed to work in the tabernacle"
1023,11,-0.61211854,-3.8252223,-2.9762444,"Awarded the Nobel Peace Prize on Oct. 25, 1965, maybe it got its prize money in pennies on the 31st"
